coord,type,strand,ID,Alias,Name,Derives_from,sRNA_115,sRNA_266_4,sRNA_793,sRNA_LU
chr5:72169467-72169540,miRNA_primary_transcript,+,MI0017451,MI0017451,hsa-mir-4803,,0,0,0,3
chr5:72878591-72878663,miRNA_primary_transcript,+,MI0017452,MI0017452,hsa-mir-4804,,15,2,1,0
chr19:8389290-8389380,miRNA_primary_transcript,-,MI0017865,MI0017865,hsa-mir-4999,,2,0,0,2
chr2:75090812-75090914,miRNA_primary_transcript,+,MI0017866,MI0017866,hsa-mir-5000,,4,0,0,2
chr2:232550474-232550573,miRNA_primary_transcript,-,MI0017867,MI0017867,hsa-mir-5001,,10,0,0,0
chr3:124132929-124133025,miRNA_primary_transcript,+,MI0017868,MI0017868,hsa-mir-5002,,2,0,0,2
chr5:172662165-172662263,miRNA_primary_transcript,+,MI0017869,MI0017869,hsa-mir-5003,,0,0,0,0
chr6:33438331-33438437,miRNA_primary_transcript,+,MI0017870,MI0017870,hsa-mir-5004,,1,6,0,1
chr8:41271048-41271143,miRNA_primary_transcript,-,MI0017871,MI0017871,hsa-mir-548ao,,10,3,8,16
chr13:41568286-41568395,miRNA_primary_transcript,-,MI0017873,MI0017873,hsa-mir-5006,,0,0,0,0
chr13:55174454-55174548,miRNA_primary_transcript,+,MI0017874,MI0017874,hsa-mir-5007,,0,0,0,0
chr15:85825635-85825730,miRNA_primary_transcript,+,MI0017875,MI0017875,hsa-mir-548ap,,0,0,0,0
chr1:227941590-227941683,miRNA_primary_transcript,-,MI0017876,MI0017876,hsa-mir-5008,,0,0,0,0
chr15:89883931-89884030,miRNA_primary_transcript,-,MI0017877,MI0017877,hsa-mir-5009,,1,0,0,0
chr17:42514188-42514307,miRNA_primary_transcript,+,MI0017878,MI0017878,hsa-mir-5010,,45,45,7,6
chr18:67081584-67081686,miRNA_primary_transcript,+,MI0017879,MI0017879,hsa-mir-5011,,0,0,0,0
chr17:64501214-64501313,miRNA_primary_transcript,-,MI0017932,MI0017932,hsa-mir-5047,,0,0,0,0
chr1:148334479-148334554,miRNA_primary_transcript,-,MI0017976,MI0017976,hsa-mir-5087,,0,0,0,0
chr19:49682117-49682195,miRNA_primary_transcript,+,MI0017977,MI0017977,hsa-mir-5088,,6,1,0,0
chr17:46973017-46973100,miRNA_primary_transcript,+,MI0017978,MI0017978,hsa-mir-5089,,0,0,0,0
chr7:102465742-102465826,miRNA_primary_transcript,+,MI0017979,MI0017979,hsa-mir-5090,,7,0,1,2
chr4:13627865-13627957,miRNA_primary_transcript,+,MI0017980,MI0017980,hsa-mir-5091,,0,0,0,0
chr3:125151465-125151552,miRNA_primary_transcript,-,MI0017981,MI0017981,hsa-mir-5092,,0,0,0,0
chr16:85306226-85306325,miRNA_primary_transcript,-,MI0017982,MI0017982,hsa-mir-5093,,0,0,0,0
chr15:89850637-89850721,miRNA_primary_transcript,-,MI0017983,MI0017983,hsa-mir-5094,,5,0,0,1
chr3:151565876-151565995,miRNA_primary_transcript,-,MI0018165,MI0018165,hsa-mir-5186,,0,0,0,0
chr1:161227186-161227261,miRNA_primary_transcript,+,MI0018166,MI0018166,hsa-mir-5187,,2,1,0,2
chr12:124915547-124915659,miRNA_primary_transcript,+,MI0018167,MI0018167,hsa-mir-5188,,0,0,0,2
chr16:88468918-88469031,miRNA_primary_transcript,+,MI0018168,MI0018168,hsa-mir-5189,,2,0,0,5
chr18:13459947-13460026,miRNA_primary_transcript,+,MI0018169,MI0018169,hsa-mir-5190,,0,0,0,0
chr1:201719508-201719627,miRNA_primary_transcript,+,MI0018170,MI0018170,hsa-mir-5191,,0,0,0,0
chr2:62205826-62205917,miRNA_primary_transcript,+,MI0018171,MI0018171,hsa-mir-5192,,0,0,0,0
chr3:49806137-49806245,miRNA_primary_transcript,-,MI0018172,MI0018172,hsa-mir-5193,,0,0,0,0
chr8:130008334-130008453,miRNA_primary_transcript,-,MI0018173,MI0018173,hsa-mir-5194,,0,0,0,0
chr14:106850885-106850999,miRNA_primary_transcript,-,MI0018174,MI0018174,hsa-mir-5195,,0,0,0,0
chr19:35345513-35345627,miRNA_primary_transcript,+,MI0018175,MI0018175,hsa-mir-5196,,1,0,0,0
chr5:143679860-143679971,miRNA_primary_transcript,+,MI0018176,MI0018176,hsa-mir-5197,,0,0,0,0
chr2:110284853-110284943,miRNA_primary_transcript,+,MI0019110,MI0019110,hsa-mir-4436b-2,,0,0,0,0
chr3:75214476-75214549,miRNA_primary_transcript,+,MI0019111,MI0019111,hsa-mir-4444-2,,0,0,0,0
chr16:16306370-16306434,miRNA_primary_transcript,+,MI0019112,MI0019112,hsa-mir-3670-2,,0,0,0,0
chr16:29599179-29599265,miRNA_primary_transcript,-,MI0019113,MI0019113,hsa-mir-3680-2,,0,0,0,0
chr17:69099542-69099656,miRNA_primary_transcript,+,MI0019114,MI0019114,hsa-mir-4524b,,0,0,0,0
chr22:22886267-22886379,miRNA_primary_transcript,+,MI0019115,MI0019115,hsa-mir-5571,,0,0,0,0
chr10:42997563-42997681,miRNA_primary_transcript,+,MI0019116,MI0019116,hsa-mir-5100,,0,0,0,0
chr15:80581103-80581239,miRNA_primary_transcript,+,MI0019117,MI0019117,hsa-mir-5572,,0,0,0,0
chr3:185767847-185767904,miRNA_primary_transcript,-,MI0019130,MI0019130,hsa-mir-548aq,,0,0,0,0
chr13:114244505-114244561,miRNA_primary_transcript,+,MI0019131,MI0019131,hsa-mir-548ar,,3,3,0,4
chr13:92490163-92490220,miRNA_primary_transcript,+,MI0019132,MI0019132,hsa-mir-548as,,0,0,0,0
chr11:79422169-79422226,miRNA_primary_transcript,-,MI0019133,MI0019133,hsa-mir-5579,,0,0,0,2
chrX:154768596-154768656,miRNA_primary_transcript,+,MI0019134,MI0019134,hsa-mir-664b,,5,4,1,0
chr14:53948427-53948484,miRNA_primary_transcript,-,MI0019135,MI0019135,hsa-mir-5580,,0,0,0,0
chr1:37500935-37500994,miRNA_primary_transcript,-,MI0019136,MI0019136,hsa-mir-5581,,4,0,0,1
chr17:42494773-42494830,miRNA_primary_transcript,+,MI0019137,MI0019137,hsa-mir-548at,,0,0,0,1
chr11:46753125-46753192,miRNA_primary_transcript,-,MI0019138,MI0019138,hsa-mir-5582,,6,0,1,1
chr18:39676721-39676779,miRNA_primary_transcript,+,MI0019139,MI0019139,hsa-mir-5583-1,,0,0,60,0
chr18:39676719-39676777,miRNA_primary_transcript,-,MI0019140,MI0019140,hsa-mir-5583-2,,0,0,0,0
chr1:44545493-44545552,miRNA_primary_transcript,+,MI0019141,MI0019141,hsa-mir-5584,,0,0,0,0
chr1:32086949-32087007,miRNA_primary_transcript,+,MI0019142,MI0019142,hsa-mir-5585,,0,0,0,0
chr14:59646962-59647020,miRNA_primary_transcript,-,MI0019143,MI0019143,hsa-mir-5586,,0,0,0,0
chr16:535316-535368,miRNA_primary_transcript,+,MI0019144,MI0019144,hsa-mir-5587,,4,6,4,0
chr9:93594841-93594894,miRNA_primary_transcript,+,MI0019145,MI0019145,hsa-mir-548au,,0,0,0,0
chr1:171101739-171101798,miRNA_primary_transcript,+,MI0019146,MI0019146,hsa-mir-1295b,,0,0,0,0
chr3:185253210-185253272,miRNA_primary_transcript,-,MI0019147,MI0019147,hsa-mir-5588,,0,0,0,0
chr19:10038354-10038413,miRNA_primary_transcript,+,MI0019148,MI0019148,hsa-mir-5589,,0,0,0,0
chrX:55451495-55451582,miRNA_primary_transcript,+,MI0019149,MI0019149,hsa-mir-4536-2,,0,0,0,0
chr2:134857820-134857873,miRNA_primary_transcript,+,MI0019150,MI0019150,hsa-mir-5590,,0,0,0,0
chr4:39411910-39411974,miRNA_primary_transcript,+,MI0019151,MI0019151,hsa-mir-5591,,0,0,0,0
chr18:72853321-72853382,miRNA_primary_transcript,-,MI0019152,MI0019152,hsa-mir-548av,,0,0,0,0
chr8:102125432-102125515,miRNA_primary_transcript,+,MI0019280,MI0019280,hsa-mir-5680,,0,0,0,0
chr8:74548543-74548617,miRNA_primary_transcript,+,MI0019281,MI0019281,hsa-mir-5681a,,0,0,0,0
chr3:121049640-121049715,miRNA_primary_transcript,+,MI0019282,MI0019282,hsa-mir-5682,,0,0,0,0
chr9:132945707-132945771,miRNA_primary_transcript,+,MI0019283,MI0019283,hsa-mir-548aw,,0,0,0,0
chr6:6169334-6169409,miRNA_primary_transcript,+,MI0019284,MI0019284,hsa-mir-5683,,0,0,0,0
chr19:12787128-12787192,miRNA_primary_transcript,+,MI0019285,MI0019285,hsa-mir-5684,,0,0,0,0
chrX:11318614-11318686,miRNA_primary_transcript,-,MI0019286,MI0019286,hsa-mir-548ax,,0,0,0,0
chr6:53276993-53277071,miRNA_primary_transcript,+,MI0019287,MI0019287,hsa-mir-5685,,0,0,0,0
chr5:135802985-135803075,miRNA_primary_transcript,-,MI0019288,MI0019288,hsa-mir-5692c-1,,0,0,0,0
chr7:97964405-97964481,miRNA_primary_transcript,-,MI0019289,MI0019289,hsa-mir-5692c-2,,1,0,0,0
chr5:55508850-55508926,miRNA_primary_transcript,-,MI0019291,MI0019291,hsa-mir-5687,,0,0,0,0
chr3:85385710-85385792,miRNA_primary_transcript,+,MI0019292,MI0019292,hsa-mir-5688,,0,0,0,0
chr8:74548550-74548609,miRNA_primary_transcript,-,MI0019293,MI0019293,hsa-mir-5681b,,0,0,0,0
chr6:10439717-10439794,miRNA_primary_transcript,+,MI0019294,MI0019294,hsa-mir-5689,,0,0,0,0
chr6:35664717-35664789,miRNA_primary_transcript,-,MI0019295,MI0019295,hsa-mir-5690,,0,0,0,0
chr11:9090312-9090379,miRNA_primary_transcript,-,MI0019296,MI0019296,hsa-mir-5691,,0,0,0,0
chr7:97963658-97963726,miRNA_primary_transcript,+,MI0019297,MI0019297,hsa-mir-5692a-1,,0,0,0,0
chr8:12719132-12719190,miRNA_primary_transcript,+,MI0019298,MI0019298,hsa-mir-5692a-2,,0,0,0,0
chrX:29574278-29574358,miRNA_primary_transcript,+,MI0019299,MI0019299,hsa-mir-4666b,,0,0,0,0
chr13:51348567-51348639,miRNA_primary_transcript,-,MI0019300,MI0019300,hsa-mir-5693,,0,0,0,0
chr14:67441855-67441930,miRNA_primary_transcript,-,MI0019301,MI0019301,hsa-mir-5694,,0,0,0,0
chr19:12920320-12920404,miRNA_primary_transcript,+,MI0019302,MI0019302,hsa-mir-5695,,1,0,0,1
chr2:101309450-101309534,miRNA_primary_transcript,+,MI0019303,MI0019303,hsa-mir-5696,,1,0,4,3
chr1:9967381-9967458,miRNA_primary_transcript,+,MI0019304,MI0019304,hsa-mir-5697,,4,5,0,1
chr1:154104521-154104592,miRNA_primary_transcript,-,MI0019305,MI0019305,hsa-mir-5698,,3,0,0,2
chr10:641689-641778,miRNA_primary_transcript,-,MI0019306,MI0019306,hsa-mir-5699,,20,13,6,15
chr12:94561789-94561859,miRNA_primary_transcript,+,MI0019307,MI0019307,hsa-mir-5700,,0,0,0,0
chr15:20940252-20940333,miRNA_primary_transcript,+,MI0019308,MI0019308,hsa-mir-5701-1,,0,0,0,0
chr2:226658710-226658793,miRNA_primary_transcript,-,MI0019309,MI0019309,hsa-mir-5702,,0,0,0,0
chr2:227472132-227472187,miRNA_primary_transcript,+,MI0019310,MI0019310,hsa-mir-5703,,0,0,0,0
chr21:42950928-42951014,miRNA_primary_transcript,-,MI0019311,MI0019311,hsa-mir-5692b,,0,0,0,0
chr3:131985855-131985931,miRNA_primary_transcript,-,MI0019312,MI0019312,hsa-mir-5704,,0,0,0,0
chr4:87300495-87300583,miRNA_primary_transcript,-,MI0019313,MI0019313,hsa-mir-5705,,0,0,0,0
chr5:119154637-119154716,miRNA_primary_transcript,+,MI0019314,MI0019314,hsa-mir-5706,,0,0,0,0
chr7:158591616-158591696,miRNA_primary_transcript,+,MI0019315,MI0019315,hsa-mir-5707,,0,0,0,0
chr8:80241389-80241473,miRNA_primary_transcript,+,MI0019316,MI0019316,hsa-mir-5708,,0,0,0,0
chr22:28459869-28459948,miRNA_primary_transcript,+,MI0019412,MI0019412,hsa-mir-5739,,0,0,0,0
chr15:21513959-21514040,miRNA_primary_transcript,+,MI0019593,MI0019593,hsa-mir-5701-2,,0,0,0,0
chr3:50227436-50227490,miRNA_primary_transcript,+,MI0019797,MI0019797,hsa-mir-5787,,0,0,0,0
chr19:14073361-14073479,miRNA_primary_transcript,+,MI0020340,MI0020340,hsa-mir-1199,,0,0,0,0
chr1:63326925-63326984,miRNA_primary_transcript,-,MI0020345,MI0020345,hsa-mir-6068,,0,0,0,0
chr22:35336721-35336799,miRNA_primary_transcript,-,MI0020346,MI0020346,hsa-mir-6069,,0,0,0,0
chr21:43609887-43609989,miRNA_primary_transcript,-,MI0020347,MI0020347,hsa-mir-6070,,0,0,0,0
chr2:85783600-85783677,miRNA_primary_transcript,-,MI0020348,MI0020348,hsa-mir-6071,,0,0,0,0
chr10:2076019-2076089,miRNA_primary_transcript,-,MI0020349,MI0020349,hsa-mir-6072,,0,0,0,0
chr11:15969533-15969621,miRNA_primary_transcript,-,MI0020350,MI0020350,hsa-mir-6073,,0,0,0,0
chr12:66023620-66023726,miRNA_primary_transcript,-,MI0020351,MI0020351,hsa-mir-6074,,0,0,0,0
chr5:1510762-1510856,miRNA_primary_transcript,-,MI0020352,MI0020352,hsa-mir-6075,,0,0,0,0
chr14:49966399-49966511,miRNA_primary_transcript,+,MI0020353,MI0020353,hsa-mir-6076,,0,0,0,0
chr1:148388282-148388363,miRNA_primary_transcript,+,MI0020354,MI0020354,hsa-mir-6077,,0,0,0,0
chr10:3991160-3991259,miRNA_primary_transcript,+,MI0020355,MI0020355,hsa-mir-6078,,0,0,0,0
chr1:43838622-43838683,miRNA_primary_transcript,+,MI0020356,MI0020356,hsa-mir-6079,,0,0,0,0
chr17:64780759-64780824,miRNA_primary_transcript,+,MI0020357,MI0020357,hsa-mir-6080,,0,0,0,0
chr9:95065350-95065446,miRNA_primary_transcript,+,MI0020358,MI0020358,hsa-mir-6081,,0,0,0,0
chr4:171186184-171186292,miRNA_primary_transcript,+,MI0020359,MI0020359,hsa-mir-6082,,0,0,0,0
chr3:124374332-124374437,miRNA_primary_transcript,+,MI0020360,MI0020360,hsa-mir-6083,,0,0,0,0
chr1:20633679-20633788,miRNA_primary_transcript,+,MI0020361,MI0020361,hsa-mir-6084,,0,0,0,0
chr15:62343029-62343138,miRNA_primary_transcript,+,MI0020362,MI0020362,hsa-mir-6085,,0,0,0,0
chrX:13590292-13590346,miRNA_primary_transcript,+,MI0020363,MI0020363,hsa-mir-6086,,0,0,0,0
chr19:45436654-45436704,miRNA_primary_transcript,+,MI0020365,MI0020365,hsa-mir-6088,,0,0,0,0
chrX:2609191-2609254,miRNA_primary_transcript,+,MI0020366,MI0020366,hsa-mir-6089-1,,0,0,0,0
chr11:128522390-128522449,miRNA_primary_transcript,+,MI0020367,MI0020367,hsa-mir-6090,,0,0,0,0
chr11:12163683-12163767,miRNA_primary_transcript,+,MI0021258,MI0021258,hsa-mir-6124,,0,0,0,0
chr12:62260359-62260454,miRNA_primary_transcript,+,MI0021259,MI0021259,hsa-mir-6125,,1,0,0,0
chr16:3485381-3485469,miRNA_primary_transcript,-,MI0021260,MI0021260,hsa-mir-6126,,0,0,0,0
chr1:22633258-22633366,miRNA_primary_transcript,-,MI0021271,MI0021271,hsa-mir-6127,,0,0,0,0
chr11:56743873-56743981,miRNA_primary_transcript,+,MI0021272,MI0021272,hsa-mir-6128,,0,0,0,0
chr17:37614931-37615039,miRNA_primary_transcript,-,MI0021273,MI0021273,hsa-mir-378j,,0,0,0,0
chr17:49288346-49288454,miRNA_primary_transcript,-,MI0021274,MI0021274,hsa-mir-6129,,0,0,0,0
chr21:23079284-23079392,miRNA_primary_transcript,+,MI0021275,MI0021275,hsa-mir-6130,,0,0,0,0
chr5:10478037-10478145,miRNA_primary_transcript,+,MI0021276,MI0021276,hsa-mir-6131,,0,0,0,0
chr7:117020211-117020319,miRNA_primary_transcript,+,MI0021277,MI0021277,hsa-mir-6132,,1,1,2,0
chr7:133290881-133290988,miRNA_primary_transcript,+,MI0021278,MI0021278,hsa-mir-6133,,0,0,0,0
chrX:28495555-28495663,miRNA_primary_transcript,-,MI0021279,MI0021279,hsa-mir-6134,,0,0,0,0
chr17:49510817-49510900,miRNA_primary_transcript,+,MI0021472,MI0021472,hsa-mir-6165,,0,0,0,0
chr5:151522087-151522148,miRNA_primary_transcript,-,MI0022209,MI0022209,hsa-mir-6499,,0,0,0,0
chr3:32506283-32506389,miRNA_primary_transcript,-,MI0022210,MI0022210,hsa-mir-548ay,,1,1,1,0
chr1:51060018-51060103,miRNA_primary_transcript,+,MI0022211,MI0022211,hsa-mir-6500,,0,0,0,0
chr8:119325171-119325265,miRNA_primary_transcript,+,MI0022212,MI0022212,hsa-mir-548az,,0,0,0,0
chr21:33550662-33550728,miRNA_primary_transcript,+,MI0022213,MI0022213,hsa-mir-6501,,0,0,1,0
chr12:66251082-66251157,miRNA_primary_transcript,+,MI0022214,MI0022214,hsa-mir-6502,,0,0,1,0
chr11:60209071-60209156,miRNA_primary_transcript,-,MI0022215,MI0022215,hsa-mir-6503,,0,0,0,0
chr16:81611348-81611408,miRNA_primary_transcript,+,MI0022216,MI0022216,hsa-mir-6504,,0,0,0,0
chr12:48132797-48132867,miRNA_primary_transcript,+,MI0022217,MI0022217,hsa-mir-6505,,13,1,2,2
chr16:15611030-15611095,miRNA_primary_transcript,-,MI0022218,MI0022218,hsa-mir-6506,,0,0,1,0
chr10:98924499-98924568,miRNA_primary_transcript,-,MI0022219,MI0022219,hsa-mir-6507,,0,0,0,0
chr21:39447010-39447069,miRNA_primary_transcript,+,MI0022220,MI0022220,hsa-mir-6508,,0,0,0,0
chr7:135206994-135207078,miRNA_primary_transcript,-,MI0022221,MI0022221,hsa-mir-6509,,10,4,0,0
chr17:41517164-41517217,miRNA_primary_transcript,-,MI0022222,MI0022222,hsa-mir-6510,,0,0,0,0
chr16:14925937-14926003,miRNA_primary_transcript,+,MI0022223,MI0022223,hsa-mir-6511a-1,,0,0,0,0
chr2:177313806-177313882,miRNA_primary_transcript,-,MI0022224,MI0022224,hsa-mir-6512,,0,0,0,0
chr2:218280125-218280188,miRNA_primary_transcript,-,MI0022225,MI0022225,hsa-mir-6513,,1,0,0,1
chr11:62792702-62792771,miRNA_primary_transcript,-,MI0022226,MI0022226,hsa-mir-6514,,7,6,2,6
chr19:12940484-12940540,miRNA_primary_transcript,+,MI0022227,MI0022227,hsa-mir-6515,,8,2,2,10
chr10:112299612-112299690,miRNA_primary_transcript,+,MI0022548,MI0022548,hsa-mir-6715a,,4,16,2,0
chr10:112299612-112299688,miRNA_primary_transcript,-,MI0022549,MI0022549,hsa-mir-6715b,,0,9,0,2
chr11:118644000-118644079,miRNA_primary_transcript,+,MI0022550,MI0022550,hsa-mir-6716,,9,8,1,3
chr14:21023314-21023386,miRNA_primary_transcript,-,MI0022551,MI0022551,hsa-mir-6717,,0,0,0,0
chr16:2106669-2106753,miRNA_primary_transcript,-,MI0022552,MI0022552,hsa-mir-6511b-1,,0,0,0,0
chr18:3885353-3885432,miRNA_primary_transcript,+,MI0022553,MI0022553,hsa-mir-6718,,0,0,0,0
chr19:39829716-39829802,miRNA_primary_transcript,-,MI0022554,MI0022554,hsa-mir-6719,,0,0,0,0
chr6:1390314-1390411,miRNA_primary_transcript,-,MI0022555,MI0022555,hsa-mir-6720,,18,0,8,11
chr6:32170030-32170116,miRNA_primary_transcript,-,MI0022556,MI0022556,hsa-mir-6721,,12,5,0,2
chr9:136746893-136746970,miRNA_primary_transcript,-,MI0022557,MI0022557,hsa-mir-6722,,0,0,0,0
chr21:8205315-8205406,miRNA_primary_transcript,+,MI0022559,MI0022559,hsa-mir-6724-1,,0,0,0,0
chrX:145992750-145992826,miRNA_primary_transcript,-,MI0022560,MI0022560,hsa-mir-892c,,0,0,0,0
chr1:1296110-1296170,miRNA_primary_transcript,-,MI0022571,MI0022571,hsa-mir-6726,,0,4,1,0
chr1:1312502-1312566,miRNA_primary_transcript,-,MI0022572,MI0022572,hsa-mir-6727,,3,2,0,0
chr1:8866502-8866590,miRNA_primary_transcript,-,MI0022573,MI0022573,hsa-mir-6728,,2,0,0,2
chr1:12029158-12029222,miRNA_primary_transcript,+,MI0022574,MI0022574,hsa-mir-6729,,1,0,0,0
chr1:12578957-12579023,miRNA_primary_transcript,-,MI0022575,MI0022575,hsa-mir-6730,,9,3,0,0
chr1:24919345-24919416,miRNA_primary_transcript,-,MI0022576,MI0022576,hsa-mir-6731,,1,0,7,0
chr1:37480230-37480289,miRNA_primary_transcript,+,MI0022577,MI0022577,hsa-mir-6732,,0,0,0,0
chr1:43171652-43171712,miRNA_primary_transcript,-,MI0022578,MI0022578,hsa-mir-6733,,0,0,0,2
chr1:43364648-43364715,miRNA_primary_transcript,-,MI0022579,MI0022579,hsa-mir-6734,,0,1,0,0
chr1:43448539-43448611,miRNA_primary_transcript,+,MI0022580,MI0022580,hsa-mir-6735,,8,5,0,0
chr1:145850587-145850645,miRNA_primary_transcript,-,MI0022581,MI0022581,hsa-mir-6736,,0,0,0,1
chr1:153962351-153962420,miRNA_primary_transcript,-,MI0022582,MI0022582,hsa-mir-6737,,0,1,1,1
chr1:155951273-155951336,miRNA_primary_transcript,-,MI0022583,MI0022583,hsa-mir-6738,,3,0,1,4
chr1:201863373-201863447,miRNA_primary_transcript,+,MI0022584,MI0022584,hsa-mir-6739,,4,0,0,0
chr1:202003124-202003236,miRNA_primary_transcript,+,MI0022585,MI0022585,hsa-mir-6740,,0,0,0,1
chr1:225922080-225922142,miRNA_primary_transcript,-,MI0022586,MI0022586,hsa-mir-6741,,4,6,0,2
chr1:228397048-228397109,miRNA_primary_transcript,-,MI0022587,MI0022587,hsa-mir-6742,,0,0,1,0
chr11:209336-209406,miRNA_primary_transcript,+,MI0022588,MI0022588,hsa-mir-6743,,0,0,0,0
chr11:1256605-1256670,miRNA_primary_transcript,+,MI0022589,MI0022589,hsa-mir-6744,,1,0,7,13
chr11:47179611-47179737,miRNA_primary_transcript,-,MI0022590,MI0022590,hsa-mir-6745,,0,0,0,0
chr11:61878216-61878278,miRNA_primary_transcript,-,MI0022591,MI0022591,hsa-mir-6746,,0,0,0,0
chr11:62567011-62567071,miRNA_primary_transcript,-,MI0022592,MI0022592,hsa-mir-6747,,0,4,0,0
chr11:62789815-62789885,miRNA_primary_transcript,+,MI0022593,MI0022593,hsa-mir-6748,,0,0,2,0
chr11:64902387-64902455,miRNA_primary_transcript,-,MI0022594,MI0022594,hsa-mir-6749,,0,0,0,0
chr11:64898363-64898437,miRNA_primary_transcript,-,MI0022595,MI0022595,hsa-mir-6750,,2,0,1,0
chr11:65129916-65129978,miRNA_primary_transcript,-,MI0022596,MI0022596,hsa-mir-6751,,1,0,0,1
chr11:67490245-67490315,miRNA_primary_transcript,+,MI0022597,MI0022597,hsa-mir-6752,,0,0,1,0
chr11:68044794-68044957,miRNA_primary_transcript,+,MI0022598,MI0022598,hsa-mir-6753,,0,1,1,1
chr11:71473503-71473568,miRNA_primary_transcript,+,MI0022599,MI0022599,hsa-mir-6754,,2,0,1,0
chr11:86278333-86278398,miRNA_primary_transcript,+,MI0022600,MI0022600,hsa-mir-6755,,0,0,0,3
chr11:119312950-119313012,miRNA_primary_transcript,-,MI0022601,MI0022601,hsa-mir-6756,,3,2,0,0
chr12:53056944-53057012,miRNA_primary_transcript,+,MI0022602,MI0022602,hsa-mir-6757,,2,0,0,0
chr12:57512688-57512750,miRNA_primary_transcript,+,MI0022603,MI0022603,hsa-mir-6758,,0,2,0,0
chr12:57748618-57748682,miRNA_primary_transcript,-,MI0022604,MI0022604,hsa-mir-6759,,2,0,0,0
chr12:111304142-111304209,miRNA_primary_transcript,+,MI0022605,MI0022605,hsa-mir-6760,,0,0,0,0
chr12:111799834-111799905,miRNA_primary_transcript,+,MI0022606,MI0022606,hsa-mir-6761,,0,0,0,0
chr12:113291523-113291608,miRNA_primary_transcript,+,MI0022607,MI0022607,hsa-mir-6762,,3,0,2,0
chr12:132581997-132582061,miRNA_primary_transcript,+,MI0022608,MI0022608,hsa-mir-6763,,3,0,0,0
chr14:100277357-100277417,miRNA_primary_transcript,+,MI0022609,MI0022609,hsa-mir-6764,,3,0,0,0
chr14:105150778-105150864,miRNA_primary_transcript,-,MI0022610,MI0022610,hsa-mir-6765,,0,0,0,0
chr15:89326739-89326810,miRNA_primary_transcript,-,MI0022611,MI0022611,hsa-mir-6766,,1,0,0,0
chr16:2445392-2445457,miRNA_primary_transcript,+,MI0022612,MI0022612,hsa-mir-6767,,2,0,0,0
chr16:2463967-2464038,miRNA_primary_transcript,+,MI0022613,MI0022613,hsa-mir-6768,,0,0,0,0
chr16:4671318-4671390,miRNA_primary_transcript,+,MI0022614,MI0022614,hsa-mir-6769a,,0,0,0,0
chr16:14930820-14930879,miRNA_primary_transcript,+,MI0022615,MI0022615,hsa-mir-6770-1,,0,0,0,0
chr16:50292616-50292675,miRNA_primary_transcript,+,MI0022616,MI0022616,hsa-mir-6771,,0,0,0,0
chr16:57772289-57772352,miRNA_primary_transcript,-,MI0022617,MI0022617,hsa-mir-6772,,4,6,0,0
chr16:68233426-68233499,miRNA_primary_transcript,-,MI0022618,MI0022618,hsa-mir-6773,,0,0,0,0
chr16:85918347-85918416,miRNA_primary_transcript,+,MI0022619,MI0022619,hsa-mir-6774,,0,0,0,0
chr16:87834592-87834660,miRNA_primary_transcript,-,MI0022620,MI0022620,hsa-mir-6775,,0,0,0,1
chr17:2692861-2692919,miRNA_primary_transcript,-,MI0022621,MI0022621,hsa-mir-6776,,0,0,0,0
chr17:17813480-17813545,miRNA_primary_transcript,-,MI0022622,MI0022622,hsa-mir-6777,,6,8,0,0
chr17:18340814-18340886,miRNA_primary_transcript,-,MI0022623,MI0022623,hsa-mir-6778,,0,0,0,0
chr17:38914979-38915042,miRNA_primary_transcript,+,MI0022624,MI0022624,hsa-mir-6779,,0,0,0,0
chr17:42708084-42708151,miRNA_primary_transcript,-,MI0022625,MI0022625,hsa-mir-6780a,,1,0,1,0
chr17:42823880-42823943,miRNA_primary_transcript,-,MI0022626,MI0022626,hsa-mir-6781,,2,0,0,0
chr17:44207771-44207839,miRNA_primary_transcript,-,MI0022627,MI0022627,hsa-mir-6782,,0,0,0,0
chr17:44934618-44934681,miRNA_primary_transcript,-,MI0022628,MI0022628,hsa-mir-6783,,3,6,1,1
chr17:45114367-45114433,miRNA_primary_transcript,-,MI0022629,MI0022629,hsa-mir-6784,,0,0,0,0
chr17:75498548-75498628,miRNA_primary_transcript,+,MI0022630,MI0022630,hsa-mir-6785,,0,2,0,0
chr17:81693757-81693869,miRNA_primary_transcript,+,MI0022631,MI0022631,hsa-mir-6786,,0,0,0,0
chr17:82236668-82236728,miRNA_primary_transcript,+,MI0022632,MI0022632,hsa-mir-6787,,4,1,1,1
chr18:10759584-10759649,miRNA_primary_transcript,-,MI0022633,MI0022633,hsa-mir-6788,,2,7,0,0
chr19:2235829-2235926,miRNA_primary_transcript,-,MI0022634,MI0022634,hsa-mir-6789,,1,2,0,0
chr19:6392921-6392983,miRNA_primary_transcript,-,MI0022635,MI0022635,hsa-mir-6790,,0,0,0,0
chr19:6736712-6736778,miRNA_primary_transcript,-,MI0022636,MI0022636,hsa-mir-6791,,1,0,0,0
chr19:7617439-7617505,miRNA_primary_transcript,+,MI0022637,MI0022637,hsa-mir-6792,,0,0,0,0
